"","id","loc","start","dura","provider","dname","type","pktsize","numreq","countDummy"
"3863",11004849,"东上院",1418887467976,601519,"奇艺图片服务器","qiyipic.com","图片服务",11430,1,1
"3864",11004849,"东上院",1418887467976,601519,"未知图片服务器8","ykimg.com","图片服务",7264,1,1
"3865",11004849,"东上院",1418887467976,601519,"爱奇艺","iqiyi.com","视频",5718,3,1
"3866",11004849,"东上院",1418887467976,601519,"优酷网","youku.com","视频",5704,2,1
"3867",11004849,"东上院",1418887467976,601519,"百度1","baidu.com","搜索导航",4316,3,1
"3868",11004849,"东上院",1418887467976,601519,"爱奇艺2","qiyi.com","视频",1825,2,1
"3869",11004849,"东上院",1418887467976,601519,"土豆网图片服务器","tdimg.com","图片服务",770,1,1
"3870",11004849,"东上院",1418887467976,601519,"腾讯微信","qq.com","即时通讯",576,1,1
"3872",11004849,"东上院",1418948017474,20,"腾讯微信","qq.com","即时通讯",734,1,1
"3934",11004849,"东上院",1419298763391,153742,"腾讯网","qq.com","门户",22050,13,1
"3935",11004849,"东上院",1419298763391,153742,"腾讯微信","qq.com","即时通讯",1468,2,1
"3937",11004849,"东上院",1419299155925,74,"腾讯网","qq.com","门户",3503,2,1
